[kbplacer_plugin_action.py:65]: Plugin version: 0.13
[kbplacer_plugin_action.py:66]: Python version: '3.11.5 (main, Jan 27 2025, 07:08:36) [MSC v.1942 64 bit (AMD64)]'
[kbplacer_plugin_action.py:67]: KiCad version: 9.0.2 with 4.2.2 msw (phoenix) wxWidgets 3.2.6
[kbplacer_dialog.py:586]: Language: en
[kbplacer_plugin_action.py:75]: GUI state: {"layout_path": "C:\\Users\\Kayla\\Documents\\Code\\Kaypaw96\\keyboard-layout.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "SW{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Custom", "position": {"x": 5.08, "y": 3.03, "orientation": 270.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "ST{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
[key_placer.py:362]: Set key 1U distance: 19050000/19050000
[key_placer.py:124]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'Row 6', 'Col 19'}): ['SW105'], frozenset({'Row 6', 'Col 18'}): ['SW104'], frozenset({'Row 6', 'Col 17'}): ['SW103'], frozenset({'Row 6', 'Col 16'}): ['SW102'], frozenset({'Row 6', 'Col 15'}): ['SW101'], frozenset({'Row 6', 'Col 14'}): ['SW100'], frozenset({'Row 6', 'Col 10'}): ['SW99'], frozenset({'Row 6', 'Col 7'}): ['SW98'], frozenset({'Row 6', 'Col 6'}): ['SW97'], frozenset({'Row 6', 'Col 5'}): ['SW96'], frozenset({'Row 6', 'Col 3'}): ['SW95'], frozenset({'Row 6', 'Col 1'}): ['SW94'], frozenset({'Col 18', 'Row 5'}): ['SW93'], frozenset({'Col 17', 'Row 5'}): ['SW92'], frozenset({'Row 5', 'Col 16'}): ['SW91'], frozenset({'Col 15', 'Row 5'}): ['SW90'], frozenset({'Col 14', 'Row 5'}): ['SW89'], frozenset({'Row 5', 'Col 13'}): ['SW88'], frozenset({'Col 12', 'Row 5'}): ['SW87'], frozenset({'Row 5', 'Col 11'}): ['SW86'], frozenset({'Col 10', 'Row 5'}): ['SW85'], frozenset({'Col 9', 'Row 5'}): ['SW84'], frozenset({'Col 8', 'Row 5'}): ['SW83'], frozenset({'Col 7', 'Row 5'}): ['SW82'], frozenset({'Col 5', 'Row 5'}): ['SW81'], frozenset({'Row 5', 'Col 4'}): ['SW80'], frozenset({'Col 3', 'Row 5'}): ['SW79'], frozenset({'Col 2', 'Row 5'}): ['SW78'], frozenset({'Row 5', 'Col 1'}): ['SW77'], frozenset({'Col 20', 'Row 4'}): ['SW76'], frozenset({'Col 19', 'Row 4'}): ['SW75'], frozenset({'Col 17', 'Row 4'}): ['SW74'], frozenset({'Col 16', 'Row 4'}): ['SW73'], frozenset({'Col 15', 'Row 4'}): ['SW72'], frozenset({'Col 14', 'Row 4'}): ['SW71'], frozenset({'Row 4', 'Col 13'}): ['SW70'], frozenset({'Col 12', 'Row 4'}): ['SW69'], frozenset({'Col 11', 'Row 4'}): ['SW68'], frozenset({'Col 10', 'Row 4'}): ['SW67'], frozenset({'Col 9', 'Row 4'}): ['SW66'], frozenset({'Col 8', 'Row 4'}): ['SW65'], frozenset({'Col 7', 'Row 4'}): ['SW64'], frozenset({'Col 6', 'Row 4'}): ['SW63'], frozenset({'Col 5', 'Row 4'}): ['SW62'], frozenset({'Col 3', 'Row 4'}): ['SW61'], frozenset({'Col 2', 'Row 4'}): ['SW60'], frozenset({'Col 1', 'Row 4'}): ['SW59'], frozenset({'Col 20', 'Row 3'}): ['SW58'], frozenset({'Col 19', 'Row 3'}): ['SW57'], frozenset({'Row 3', 'Col 18'}): ['SW56'], frozenset({'Col 17', 'Row 3'}): ['SW55'], frozenset({'Row 3', 'Col 16'}): ['SW54'], frozenset({'Col 15', 'Row 3'}): ['SW53'], frozenset({'Col 14', 'Row 3'}): ['SW52'], frozenset({'Row 3', 'Col 13'}): ['SW51'], frozenset({'Col 12', 'Row 3'}): ['SW50'], frozenset({'Row 3', 'Col 11'}): ['SW49'], frozenset({'Col 10', 'Row 3'}): ['SW48'], frozenset({'Col 9', 'Row 3'}): ['SW47'], frozenset({'Col 8', 'Row 3'}): ['SW46'], frozenset({'Col 7', 'Row 3'}): ['SW45'], frozenset({'Col 6', 'Row 3'}): ['SW44'], frozenset({'Col 5', 'Row 3'}): ['SW43'], frozenset({'Row 3', 'Col 4'}): ['SW42'], frozenset({'Row 3', 'Col 3'}): ['SW41'], frozenset({'Col 2', 'Row 3'}): ['SW40'], frozenset({'Row 3', 'Col 1'}): ['SW39'], frozenset({'Col 20', 'Row 2'}): ['SW38'], frozenset({'Col 19', 'Row 2'}): ['SW37'], frozenset({'Col 18', 'Row 2'}): ['SW36'], frozenset({'Col 17', 'Row 2'}): ['SW35'], frozenset({'Col 16', 'Row 2'}): ['SW34'], frozenset({'Col 15', 'Row 2'}): ['SW33'], frozenset({'Col 14', 'Row 2'}): ['SW32'], frozenset({'Col 13', 'Row 2'}): ['SW31'], frozenset({'Col 12', 'Row 2'}): ['SW30'], frozenset({'Col 11', 'Row 2'}): ['SW29'], frozenset({'Col 10', 'Row 2'}): ['SW28'], frozenset({'Col 9', 'Row 2'}): ['SW27'], frozenset({'Col 8', 'Row 2'}): ['SW26'], frozenset({'Col 7', 'Row 2'}): ['SW25'], frozenset({'Col 6', 'Row 2'}): ['SW24'], frozenset({'Col 5', 'Row 2'}): ['SW23'], frozenset({'Col 4', 'Row 2'}): ['SW22'], frozenset({'Col 3', 'Row 2'}): ['SW21'], frozenset({'Col 2', 'Row 2'}): ['SW20'], frozenset({'Col 1', 'Row 2'}): ['SW19'], frozenset({'Row 1', 'Col 18'}): ['SW18'], frozenset({'Row 1', 'Col 17'}): ['SW17'], frozenset({'Row 1', 'Col 16'}): ['SW16'], frozenset({'Row 1', 'Col 15'}): ['SW15'], frozenset({'Col 14', 'Row 1'}): ['SW14'], frozenset({'Row 1', 'Col 13'}): ['SW13'], frozenset({'Row 1', 'Col 12'}): ['SW12'], frozenset({'Row 1', 'Col 11'}): ['SW11'], frozenset({'Row 1', 'Col 10'}): ['SW10'], frozenset({'Col 9', 'Row 1'}): ['SW9'], frozenset({'Col 8', 'Row 1'}): ['SW8'], frozenset({'Col 7', 'Row 1'}): ['SW7'], frozenset({'Row 1', 'Col 6'}): ['SW6'], frozenset({'Row 1', 'Col 5'}): ['SW5'], frozenset({'Row 1', 'Col 4'}): ['SW4'], frozenset({'Row 1', 'Col 3'}): ['SW3'], frozenset({'Row 1', 'Col 2'}): ['SW2'], frozenset({'Row 1', 'Col 1'}): ['SW1']})
[key_placer.py:128]: Diodes by switch: {'SW105': ['D105'], 'SW104': ['D104'], 'SW103': ['D103'], 'SW102': ['D102'], 'SW101': ['D101'], 'SW100': ['D100'], 'SW99': ['D99'], 'SW98': ['D98'], 'SW97': ['D97'], 'SW96': ['D96'], 'SW95': ['D95'], 'SW94': ['D94'], 'SW93': ['D93'], 'SW92': ['D92'], 'SW91': ['D91'], 'SW90': ['D90'], 'SW89': ['D89'], 'SW88': ['D88'], 'SW87': ['D87'], 'SW86': ['D86'], 'SW85': ['D85'], 'SW84': ['D84'], 'SW83': ['D83'], 'SW82': ['D82'], 'SW81': ['D81'], 'SW80': ['D80'], 'SW79': ['D79'], 'SW78': ['D78'], 'SW77': ['D77'], 'SW76': ['D76'], 'SW75': ['D75'], 'SW74': ['D74'], 'SW73': ['D73'], 'SW72': ['D72'], 'SW71': ['D71'], 'SW70': ['D70'], 'SW69': ['D69'], 'SW68': ['D68'], 'SW67': ['D67'], 'SW66': ['D66'], 'SW65': ['D65'], 'SW64': ['D64'], 'SW63': ['D63'], 'SW62': ['D62'], 'SW61': ['D61'], 'SW60': ['D60'], 'SW59': ['D59'], 'SW58': ['D58'], 'SW57': ['D57'], 'SW56': ['D56'], 'SW55': ['D55'], 'SW54': ['D54'], 'SW53': ['D53'], 'SW52': ['D52'], 'SW51': ['D51'], 'SW50': ['D50'], 'SW49': ['D49'], 'SW48': ['D48'], 'SW47': ['D47'], 'SW46': ['D46'], 'SW45': ['D45'], 'SW44': ['D44'], 'SW43': ['D43'], 'SW42': ['D42'], 'SW41': ['D41'], 'SW40': ['D40'], 'SW39': ['D39'], 'SW38': ['D38'], 'SW37': ['D37'], 'SW36': ['D36'], 'SW35': ['D35'], 'SW34': ['D34'], 'SW33': ['D33'], 'SW32': ['D32'], 'SW31': ['D31'], 'SW30': ['D30'], 'SW29': ['D29'], 'SW28': ['D28'], 'SW27': ['D27'], 'SW26': ['D26'], 'SW25': ['D25'], 'SW24': ['D24'], 'SW23': ['D23'], 'SW22': ['D22'], 'SW21': ['D21'], 'SW20': ['D20'], 'SW19': ['D19'], 'SW18': ['D18'], 'SW17': ['D17'], 'SW16': ['D16'], 'SW15': ['D15'], 'SW14': ['D14'], 'SW13': ['D13'], 'SW12': ['D12'], 'SW11': ['D11'], 'SW10': ['D10'], 'SW9': ['D9'], 'SW8': ['D8'], 'SW7': ['D7'], 'SW6': ['D6'], 'SW5': ['D5'], 'SW4': ['D4'], 'SW3': ['D3'], 'SW2': ['D2'], 'SW1': ['D1']}
[kle_serial.py:897]: User layout: [[{'a': 7}, "<i class='fa fa-circle-thin'></i>", '△', "<i class='fa fa-square-o'></i>", 'X', {'x': 0.25, 'a': 4}, 'Esc', {'x': 0.25}, "F1\n<i class='fa fa-sun-o'></i>-", "F2\n<i class='fa fa-sun-o'></i>+", 'F3', 'F4', {'x': 0.25}, 'F5', 'F6', 'F7', 'F8', {'x': 0.25}, 'F9', 'F10', 'F11', 'F12', {'x': 0.25}, 'Delete'], [{'y': 0.5}, 'Num Lock', '/', '*', '-', {'x': 0.25}, '~\n`', '!\n1', '@\n2', '#\n3', '$\n4', '%\n5', '^\n6', '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'w': 2}, 'Backspace', {'x': 0.25}, 'Home', 'End'], ['7\nHome', '8\n↑', '9\nPgUp', {'h': 2}, '+', {'x': 0.25, 'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'w': 1.5}, '|\n\\', {'x': 0.25}, 'Insert', 'PgUp'], ['4\n←', '5', '6\n→', {'x': 1.25, 'w': 1.75}, 'Caps Lock', 'A', 'S', 'D', {'n': True}, 'F', 'G', 'H', {'n': True}, 'J', 'K', 'L', ':\n;', '"\n\'', {'w': 2.25}, 'Enter', {'x': 0.25}, 'PrtSc', 'PgDn'], ['1\nEnd', '2\n↓', '3\nPgDn', {'h': 2}, 'Enter', {'x': 0.25, 'w': 2.25}, 'Shift', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'w': 1.75}, 'Shift'], [{'y': -0.75, 'x': 18.5}, '↑'], [{'y': -0.25, 'w': 2}, '0\nIns', '.\nDel', {'x': 1.25, 'w': 1.25}, 'Ctrl', {'a': 7, 'f': 9, 'w': 1.25}, "<i class='kb kb-logo-linux-tux-ibm-invert'></i>", {'a': 4, 'f': 3, 'w': 1.25}, 'Alt', {'a': 7, 'w': 6.25}, '', {'a': 4}, 'Alt', 'Fn', 'Ctrl'], [{'y': -0.75, 'x': 17.5}, '←', '↓', '→']]
[key_placer.py:662]: Layout offset: (28575000, 28575000)
[board_modifier.py:85]: Setting SW1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting SW2 footprint position: (57150000, 38100000)
[board_modifier.py:85]: Setting SW3 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting SW4 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting SW5 footprint position: (119062500, 38100000)
[board_modifier.py:85]: Setting SW6 footprint position: (142875000, 38100000)
[board_modifier.py:85]: Setting SW7 footprint position: (161925000, 38100000)
[board_modifier.py:85]: Setting SW8 footprint position: (180975000, 38100000)
[board_modifier.py:85]: Setting SW9 footprint position: (200025000, 38100000)
[board_modifier.py:85]: Setting SW10 footprint position: (223837500, 38100000)
[board_modifier.py:85]: Setting SW11 footprint position: (242887500, 38100000)
[board_modifier.py:85]: Setting SW12 footprint position: (261937500, 38100000)
[board_modifier.py:85]: Setting SW13 footprint position: (280987500, 38100000)
[board_modifier.py:85]: Setting SW14 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting SW15 footprint position: (323850000, 38100000)
[board_modifier.py:85]: Setting SW16 footprint position: (342900000, 38100000)
[board_modifier.py:85]: Setting SW17 footprint position: (361950000, 38100000)
[board_modifier.py:85]: Setting SW18 footprint position: (385762500, 38100000)
[board_modifier.py:85]: Setting SW19 footprint position: (38100000, 66675000)
[board_modifier.py:85]: Setting SW20 footprint position: (57150000, 66675000)
[board_modifier.py:85]: Setting SW21 footprint position: (76200000, 66675000)
[board_modifier.py:85]: Setting SW22 footprint position: (95250000, 66675000)
[board_modifier.py:85]: Setting SW23 footprint position: (119062500, 66675000)
[board_modifier.py:85]: Setting SW24 footprint position: (138112500, 66675000)
[board_modifier.py:85]: Setting SW25 footprint position: (157162500, 66675000)
[board_modifier.py:85]: Setting SW26 footprint position: (176212500, 66675000)
[board_modifier.py:85]: Setting SW27 footprint position: (195262500, 66675000)
[board_modifier.py:85]: Setting SW28 footprint position: (214312500, 66675000)
[board_modifier.py:85]: Setting SW29 footprint position: (233362500, 66675000)
[board_modifier.py:85]: Setting SW30 footprint position: (252412500, 66675000)
[board_modifier.py:85]: Setting SW31 footprint position: (271462500, 66675000)
[board_modifier.py:85]: Setting SW32 footprint position: (290512500, 66675000)
[board_modifier.py:85]: Setting SW33 footprint position: (309562500, 66675000)
[board_modifier.py:85]: Setting SW34 footprint position: (328612500, 66675000)
[board_modifier.py:85]: Setting SW35 footprint position: (347662500, 66675000)
[board_modifier.py:85]: Setting SW36 footprint position: (376237500, 66675000)
[board_modifier.py:85]: Setting SW37 footprint position: (409575000, 66675000)
[board_modifier.py:85]: Setting SW38 footprint position: (428625000, 66675000)
[board_modifier.py:85]: Setting SW39 footprint position: (38100000, 85725000)
[board_modifier.py:85]: Setting SW40 footprint position: (57150000, 85725000)
[board_modifier.py:85]: Setting SW41 footprint position: (76200000, 85725000)
[board_modifier.py:85]: Setting SW42 footprint position: (95250000, 95250000)
[board_modifier.py:85]: Setting SW43 footprint position: (123825000, 85725000)
[board_modifier.py:85]: Setting SW44 footprint position: (147637500, 85725000)
[board_modifier.py:85]: Setting SW45 footprint position: (166687500, 85725000)
[board_modifier.py:85]: Setting SW46 footprint position: (185737500, 85725000)
[board_modifier.py:85]: Setting SW47 footprint position: (204787500, 85725000)
[board_modifier.py:85]: Setting SW48 footprint position: (223837500, 85725000)
[board_modifier.py:85]: Setting SW49 footprint position: (242887500, 85725000)
[board_modifier.py:85]: Setting SW50 footprint position: (261937500, 85725000)
[board_modifier.py:85]: Setting SW51 footprint position: (280987500, 85725000)
[board_modifier.py:85]: Setting SW52 footprint position: (300037500, 85725000)
[board_modifier.py:85]: Setting SW53 footprint position: (319087500, 85725000)
[board_modifier.py:85]: Setting SW54 footprint position: (338137500, 85725000)
[board_modifier.py:85]: Setting SW55 footprint position: (357187500, 85725000)
[board_modifier.py:85]: Setting SW56 footprint position: (381000000, 85725000)
[board_modifier.py:85]: Setting SW57 footprint position: (409575000, 85725000)
[board_modifier.py:85]: Setting SW58 footprint position: (428625000, 85725000)
[board_modifier.py:85]: Setting SW59 footprint position: (38100000, 104775000)
[board_modifier.py:85]: Setting SW60 footprint position: (57150000, 104775000)
[board_modifier.py:85]: Setting SW61 footprint position: (76200000, 104775000)
[board_modifier.py:85]: Setting SW62 footprint position: (126206250, 104775000)
[board_modifier.py:85]: Setting SW63 footprint position: (152400000, 104775000)
[board_modifier.py:85]: Setting SW64 footprint position: (171450000, 104775000)
[board_modifier.py:85]: Setting SW65 footprint position: (190500000, 104775000)
[board_modifier.py:85]: Setting SW66 footprint position: (209550000, 104775000)
[board_modifier.py:85]: Setting SW67 footprint position: (228600000, 104775000)
[board_modifier.py:85]: Setting SW68 footprint position: (247650000, 104775000)
[board_modifier.py:85]: Setting SW69 footprint position: (266700000, 104775000)
[board_modifier.py:85]: Setting SW70 footprint position: (285750000, 104775000)
[board_modifier.py:85]: Setting SW71 footprint position: (304800000, 104775000)
[board_modifier.py:85]: Setting SW72 footprint position: (323850000, 104775000)
[board_modifier.py:85]: Setting SW73 footprint position: (342900000, 104775000)
[board_modifier.py:85]: Setting SW74 footprint position: (373856250, 104775000)
[board_modifier.py:85]: Setting SW75 footprint position: (409575000, 104775000)
[board_modifier.py:85]: Setting SW76 footprint position: (428625000, 104775000)
[board_modifier.py:85]: Setting SW77 footprint position: (38100000, 123825000)
[board_modifier.py:85]: Setting SW78 footprint position: (57150000, 123825000)
[board_modifier.py:85]: Setting SW79 footprint position: (76200000, 123825000)
[board_modifier.py:85]: Setting SW80 footprint position: (95250000, 133350000)
[board_modifier.py:85]: Setting SW81 footprint position: (130968750, 123825000)
[board_modifier.py:85]: Setting SW82 footprint position: (161925000, 123825000)
[board_modifier.py:85]: Setting SW83 footprint position: (180975000, 123825000)
[board_modifier.py:85]: Setting SW84 footprint position: (200025000, 123825000)
[board_modifier.py:85]: Setting SW85 footprint position: (219075000, 123825000)
[board_modifier.py:85]: Setting SW86 footprint position: (238125000, 123825000)
[board_modifier.py:85]: Setting SW87 footprint position: (257175000, 123825000)
[board_modifier.py:85]: Setting SW88 footprint position: (276225000, 123825000)
[board_modifier.py:85]: Setting SW89 footprint position: (295275000, 123825000)
[board_modifier.py:85]: Setting SW90 footprint position: (314325000, 123825000)
[board_modifier.py:85]: Setting SW91 footprint position: (333375000, 123825000)
[board_modifier.py:85]: Setting SW92 footprint position: (359568750, 123825000)
[board_modifier.py:85]: Setting SW93 footprint position: (390525000, 128587500)
[board_modifier.py:85]: Setting SW94 footprint position: (47625000, 142875000)
[board_modifier.py:85]: Setting SW95 footprint position: (76200000, 142875000)
[board_modifier.py:85]: Setting SW96 footprint position: (121443750, 142875000)
[board_modifier.py:85]: Setting SW97 footprint position: (145256250, 142875000)
[board_modifier.py:85]: Setting SW98 footprint position: (169068750, 142875000)
[board_modifier.py:85]: Setting SW99 footprint position: (240506250, 142875000)
[board_modifier.py:85]: Setting SW100 footprint position: (309562500, 142875000)
[board_modifier.py:85]: Setting SW101 footprint position: (328612500, 142875000)
[board_modifier.py:85]: Setting SW102 footprint position: (347662500, 142875000)
[board_modifier.py:85]: Setting SW103 footprint position: (371475000, 147637500)
[board_modifier.py:85]: Setting SW104 footprint position: (390525000, 147637500)
[board_modifier.py:85]: Setting SW105 footprint position: (409575000, 147637500)
[key_placer.py:999]: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=3.03, orientation=270.0, side=<Side.BACK: 'Back'>), template_path='')]
[board_modifier.py:98]: Getting SW1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting D1 footprint position: (43180000, 41130000)
[board_modifier.py:98]: Getting SW2 footprint position: (57150000, 38100000)
[board_modifier.py:85]: Setting D2 footprint position: (62230000, 41130000)
[board_modifier.py:98]: Getting SW3 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting D3 footprint position: (81280000, 41130000)
[board_modifier.py:98]: Getting SW4 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting D4 footprint position: (100330000, 41130000)
[board_modifier.py:98]: Getting SW5 footprint position: (119062500, 38100000)
[board_modifier.py:85]: Setting D5 footprint position: (124142500, 41130000)
[board_modifier.py:98]: Getting SW6 footprint position: (142875000, 38100000)
[board_modifier.py:85]: Setting D6 footprint position: (147955000, 41130000)
[board_modifier.py:98]: Getting SW7 footprint position: (161925000, 38100000)
[board_modifier.py:85]: Setting D7 footprint position: (167005000, 41130000)
[board_modifier.py:98]: Getting SW8 footprint position: (180975000, 38100000)
[board_modifier.py:85]: Setting D8 footprint position: (186055000, 41130000)
[board_modifier.py:98]: Getting SW9 footprint position: (200025000, 38100000)
[board_modifier.py:85]: Setting D9 footprint position: (205105000, 41130000)
[board_modifier.py:98]: Getting SW10 footprint position: (223837500, 38100000)
[board_modifier.py:85]: Setting D10 footprint position: (228917500, 41130000)
[board_modifier.py:98]: Getting SW11 footprint position: (242887500, 38100000)
[board_modifier.py:85]: Setting D11 footprint position: (247967500, 41130000)
[board_modifier.py:98]: Getting SW12 footprint position: (261937500, 38100000)
[board_modifier.py:85]: Setting D12 footprint position: (267017500, 41130000)
[board_modifier.py:98]: Getting SW13 footprint position: (280987500, 38100000)
[board_modifier.py:85]: Setting D13 footprint position: (286067500, 41130000)
[board_modifier.py:98]: Getting SW14 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting D14 footprint position: (309880000, 41130000)
[board_modifier.py:98]: Getting SW15 footprint position: (323850000, 38100000)
[board_modifier.py:85]: Setting D15 footprint position: (328930000, 41130000)
[board_modifier.py:98]: Getting SW16 footprint position: (342900000, 38100000)
[board_modifier.py:85]: Setting D16 footprint position: (347980000, 41130000)
[board_modifier.py:98]: Getting SW17 footprint position: (361950000, 38100000)
[board_modifier.py:85]: Setting D17 footprint position: (367030000, 41130000)
[board_modifier.py:98]: Getting SW18 footprint position: (385762500, 38100000)
[board_modifier.py:85]: Setting D18 footprint position: (390842500, 41130000)
[board_modifier.py:98]: Getting SW19 footprint position: (38100000, 66675000)
[board_modifier.py:85]: Setting D19 footprint position: (43180000, 69705000)
[board_modifier.py:98]: Getting SW20 footprint position: (57150000, 66675000)
[board_modifier.py:85]: Setting D20 footprint position: (62230000, 69705000)
[board_modifier.py:98]: Getting SW21 footprint position: (76200000, 66675000)
[board_modifier.py:85]: Setting D21 footprint position: (81280000, 69705000)
[board_modifier.py:98]: Getting SW22 footprint position: (95250000, 66675000)
[board_modifier.py:85]: Setting D22 footprint position: (100330000, 69705000)
[board_modifier.py:98]: Getting SW23 footprint position: (119062500, 66675000)
[board_modifier.py:85]: Setting D23 footprint position: (124142500, 69705000)
[board_modifier.py:98]: Getting SW24 footprint position: (138112500, 66675000)
[board_modifier.py:85]: Setting D24 footprint position: (143192500, 69705000)
[board_modifier.py:98]: Getting SW25 footprint position: (157162500, 66675000)
[board_modifier.py:85]: Setting D25 footprint position: (162242500, 69705000)
[board_modifier.py:98]: Getting SW26 footprint position: (176212500, 66675000)
[board_modifier.py:85]: Setting D26 footprint position: (181292500, 69705000)
[board_modifier.py:98]: Getting SW27 footprint position: (195262500, 66675000)
[board_modifier.py:85]: Setting D27 footprint position: (200342500, 69705000)
[board_modifier.py:98]: Getting SW28 footprint position: (214312500, 66675000)
[board_modifier.py:85]: Setting D28 footprint position: (219392500, 69705000)
[board_modifier.py:98]: Getting SW29 footprint position: (233362500, 66675000)
[board_modifier.py:85]: Setting D29 footprint position: (238442500, 69705000)
[board_modifier.py:98]: Getting SW30 footprint position: (252412500, 66675000)
[board_modifier.py:85]: Setting D30 footprint position: (257492500, 69705000)
